Data Venda	Produto	Quantidade	Vlr Unitário
24/04/2016	Telha	209	R$ 48,81
23/04/2016	Piso	54	R$ 138,32
23/04/2016	Tinta	194	R$ 228,42
23/04/2016	Fiação	191	R$ 120,95
22/04/2016	Vergalhão	233	R$ 138,59
22/04/2016	Vergalhão	70	R$ 138,59
22/04/2016	Piso	174	R$ 138,32
22/04/2016	Telha	146	R$ 48,81
22/04/2016	Cimento	83	R$ 273,37
21/04/2016	Porta	148	R$ 122,29
21/04/2016	Vergalhão	294	R$ 138,59
21/04/2016	Tijolo	290	R$ 113,64
21/04/2016	Rejunte	238	R$ 95,48
21/04/2016	Vergalhão	231	R$ 138,59
20/04/2016	Vergalhão	161	R$ 138,59
20/04/2016	Tijolo	231	R$ 113,64
20/04/2016	Janela	265	R$ 54,75
20/04/2016	Tijolo	83	R$ 113,64
19/04/2016	Vergalhão	67	R$ 138,59
19/04/2016	Rejunte	149	R$ 95,48
18/04/2016	Telha	213	R$ 48,81
18/04/2016	Piso	102	R$ 138,32
17/04/2016	Cimento	275	R$ 273,37
17/04/2016	Tijolo	191	R$ 113,64
16/04/2016	Piso	288	R$ 138,32
16/04/2016	Porta	129	R$ 122,29
16/04/2016	Telha	272	R$ 48,81
15/04/2016	Piso	264	R$ 138,32
15/04/2016	Rejunte	227	R$ 95,48
15/04/2016	Piso	199	R$ 138,32
15/04/2016	Piso	112	R$ 138,32
15/04/2016	Cimento	254	R$ 273,37
14/04/2016	Telha	143	R$ 48,81
14/04/2016	Vergalhão	183	R$ 138,59
14/04/2016	Telha	279	R$ 48,81
14/04/2016	Piso	69	R$ 138,32
14/04/2016	Vergalhão	169	R$ 138,59
13/04/2016	Piso	212	R$ 138,32
13/04/2016	Tinta	159	R$ 228,42
13/04/2016	Telha	137	R$ 48,81
12/04/2016	Vergalhão	130	R$ 138,59
12/04/2016	Telha	72	R$ 48,81
12/04/2016	Vergalhão	94	R$ 138,59
12/04/2016	Cimento	276	R$ 273,37
12/04/2016	Cimento	161	R$ 273,37
11/04/2016	Telha	283	R$ 48,81
11/04/2016	Fiação	141	R$ 120,95
11/04/2016	Piso	249	R$ 138,32
10/04/2016	Telha	72	R$ 48,81
10/04/2016	Telha	145	R$ 48,81
10/04/2016	Piso	97	R$ 138,32
10/04/2016	Tinta	69	R$ 228,42
10/04/2016	Tijolo	274	R$ 113,64
09/04/2016	Fiação	89	R$ 120,95
09/04/2016	Piso	206	R$ 138,32
08/04/2016	Telha	246	R$ 48,81
08/04/2016	Porta	84	R$ 122,29
08/04/2016	Vergalhão	275	R$ 138,59
07/04/2016	Telha	69	R$ 48,81
07/04/2016	Vergalhão	57	R$ 138,59
07/04/2016	Tijolo	174	R$ 113,64
07/04/2016	Rejunte	235	R$ 95,48
07/04/2016	Piso	84	R$ 138,32
07/04/2016	Rejunte	255	R$ 95,48
06/04/2016	Janela	197	R$ 54,75
06/04/2016	Telha	107	R$ 48,81
06/04/2016	Porta	89	R$ 122,29
06/04/2016	Rejunte	113	R$ 95,48
06/04/2016	Janela	130	R$ 54,75
06/04/2016	Telha	164	R$ 48,81
05/04/2016	Tijolo	254	R$ 113,64
05/04/2016	Cimento	59	R$ 273,37
05/04/2016	Cimento	208	R$ 273,37
04/04/2016	Vergalhão	233	R$ 138,59
04/04/2016	Cimento	226	R$ 273,37
04/04/2016	Piso	194	R$ 138,32
04/04/2016	Tinta	109	R$ 228,42
04/04/2016	Telha	200	R$ 48,81
04/04/2016	Fiação	66	R$ 120,95
03/04/2016	Fiação	143	R$ 120,95
03/04/2016	Piso	138	R$ 138,32
02/04/2016	Piso	57	R$ 138,32
02/04/2016	Fiação	86	R$ 120,95
02/04/2016	Piso	166	R$ 138,32
02/04/2016	Vergalhão	86	R$ 138,59
02/04/2016	Porta	115	R$ 122,29
01/04/2016	Telha	258	R$ 48,81
01/04/2016	Fiação	259	R$ 120,95
01/04/2016	Piso	115	R$ 138,32
01/04/2016	Janela	95	R$ 54,75
01/04/2016	Tinta	240	R$ 228,42
01/04/2016	Vergalhão	80	R$ 138,59
01/04/2016	Vergalhão	141	R$ 138,59
31/03/2016	Piso	248	R$ 138,32
31/03/2016	Vergalhão	244	R$ 138,59
31/03/2016	Rejunte	106	R$ 95,48
31/03/2016	Vergalhão	165	R$ 138,59
31/03/2016	Porta	92	R$ 122,29
31/03/2016	Piso	128	R$ 138,32
30/03/2016	Fiação	131	R$ 120,95
30/03/2016	Rejunte	65	R$ 95,48
30/03/2016	Vergalhão	173	R$ 138,59
29/03/2016	Telha	80	R$ 48,81
29/03/2016	Rejunte	260	R$ 95,48
28/03/2016	Rejunte	275	R$ 95,48
28/03/2016	Rejunte	226	R$ 95,48
27/03/2016	Rejunte	117	R$ 95,48
26/03/2016	Tijolo	100	R$ 113,64
26/03/2016	Piso	107	R$ 138,32
25/03/2016	Telha	54	R$ 48,81
25/03/2016	Fiação	147	R$ 120,95
25/03/2016	Telha	63	R$ 48,81
25/03/2016	Tijolo	61	R$ 113,64
24/03/2016	Fiação	60	R$ 120,95
24/03/2016	Vergalhão	90	R$ 138,59
24/03/2016	Piso	140	R$ 138,32
24/03/2016	Rejunte	133	R$ 95,48
23/03/2016	Tijolo	78	R$ 113,64
23/03/2016	Piso	114	R$ 138,32
23/03/2016	Tinta	194	R$ 228,42
23/03/2016	Janela	227	R$ 54,75
23/03/2016	Fiação	56	R$ 120,95
19/03/2016	Tinta	85	R$ 228,42
19/03/2016	Tinta	189	R$ 228,42
19/03/2016	Tijolo	167	R$ 113,64
18/03/2016	Telha	144	R$ 48,81
18/03/2016	Tijolo	66	R$ 113,64
18/03/2016	Rejunte	135	R$ 95,48
18/03/2016	Cimento	214	R$ 273,37
17/03/2016	Tijolo	222	R$ 113,64
17/03/2016	Cimento	62	R$ 273,37
17/03/2016	Cimento	63	R$ 273,37
16/03/2016	Fiação	172	R$ 120,95
14/03/2016	Piso	161	R$ 138,32
14/03/2016	Vergalhão	257	R$ 138,59
14/03/2016	Janela	112	R$ 54,75
14/03/2016	Rejunte	227	R$ 95,48
13/03/2016	Cimento	71	R$ 273,37
13/03/2016	Telha	92	R$ 48,81
13/03/2016	Telha	196	R$ 48,81
12/03/2016	Telha	258	R$ 48,81
12/03/2016	Tijolo	146	R$ 113,64
12/03/2016	Telha	203	R$ 48,81
11/03/2016	Tinta	152	R$ 228,42
10/03/2016	Telha	80	R$ 48,81
09/03/2016	Tinta	176	R$ 228,42
09/03/2016	Vergalhão	53	R$ 138,59
09/03/2016	Tinta	147	R$ 228,42
08/03/2016	Fiação	130	R$ 120,95
08/03/2016	Fiação	166	R$ 120,95
08/03/2016	Rejunte	218	R$ 95,48
06/03/2016	Tijolo	116	R$ 113,64
06/03/2016	Piso	266	R$ 138,32
06/03/2016	Cimento	283	R$ 273,37
06/03/2016	Tinta	137	R$ 228,42
05/03/2016	Porta	256	R$ 122,29
05/03/2016	Vergalhão	206	R$ 138,59
05/03/2016	Rejunte	164	R$ 95,48
04/03/2016	Fiação	163	R$ 120,95
03/03/2016	Porta	218	R$ 122,29
03/03/2016	Cimento	60	R$ 273,37
02/03/2016	Cimento	225	R$ 273,37
02/03/2016	Cimento	131	R$ 273,37
01/03/2016	Tinta	260	R$ 228,42
01/03/2016	Porta	120	R$ 122,29
29/02/2016	Porta	195	R$ 122,29
29/02/2016	Piso	286	R$ 138,32
28/02/2016	Vergalhão	283	R$ 138,59
28/02/2016	Piso	66	R$ 138,32
27/02/2016	Tijolo	261	R$ 113,64
27/02/2016	Porta	202	R$ 122,29
26/02/2016	Janela	191	R$ 54,75
26/02/2016	Rejunte	142	R$ 95,48
25/02/2016	Rejunte	133	R$ 95,48
25/02/2016	Piso	203	R$ 138,32
25/02/2016	Cimento	72	R$ 273,37
24/02/2016	Tijolo	146	R$ 113,64
24/02/2016	Rejunte	95	R$ 95,48
24/02/2016	Piso	98	R$ 138,32
24/02/2016	Janela	53	R$ 54,75
24/02/2016	Tijolo	94	R$ 113,64
24/02/2016	Porta	181	R$ 122,29
24/02/2016	Telha	89	R$ 48,81
24/02/2016	Cimento	123	R$ 273,37
23/02/2016	Cimento	259	R$ 273,37
23/02/2016	Fiação	173	R$ 120,95
22/02/2016	Fiação	132	R$ 120,95
21/02/2016	Janela	175	R$ 54,75
21/02/2016	Vergalhão	83	R$ 138,59
21/02/2016	Vergalhão	197	R$ 138,59
20/02/2016	Cimento	100	R$ 273,37
20/02/2016	Tijolo	168	R$ 113,64
20/02/2016	Piso	167	R$ 138,32
20/02/2016	Janela	59	R$ 54,75
19/02/2016	Telha	222	R$ 48,81
19/02/2016	Janela	56	R$ 54,75
19/02/2016	Janela	104	R$ 54,75
18/02/2016	Piso	148	R$ 138,32
18/02/2016	Piso	160	R$ 138,32
18/02/2016	Tijolo	264	R$ 113,64
18/02/2016	Janela	258	R$ 54,75
17/02/2016	Vergalhão	152	R$ 138,59
17/02/2016	Janela	214	R$ 54,75
17/02/2016	Cimento	292	R$ 273,37
17/02/2016	Tijolo	274	R$ 113,64
16/02/2016	Fiação	196	R$ 120,95
16/02/2016	Porta	114	R$ 122,29
15/02/2016	Porta	166	R$ 122,29
15/02/2016	Rejunte	82	R$ 95,48
14/02/2016	Fiação	218	R$ 120,95
14/02/2016	Piso	166	R$ 138,32
14/02/2016	Fiação	147	R$ 120,95
14/02/2016	Janela	273	R$ 54,75
14/02/2016	Fiação	129	R$ 120,95
13/02/2016	Tinta	273	R$ 228,42
12/02/2016	Janela	116	R$ 54,75
12/02/2016	Tijolo	75	R$ 113,64
12/02/2016	Tijolo	89	R$ 113,64
12/02/2016	Fiação	216	R$ 120,95
11/02/2016	Rejunte	216	R$ 95,48
11/02/2016	Rejunte	248	R$ 95,48
11/02/2016	Tijolo	278	R$ 113,64
11/02/2016	Porta	182	R$ 122,29
11/02/2016	Piso	251	R$ 138,32
11/02/2016	Tinta	118	R$ 228,42
11/02/2016	Rejunte	256	R$ 95,48
10/02/2016	Rejunte	73	R$ 95,48
10/02/2016	Porta	113	R$ 122,29
10/02/2016	Rejunte	142	R$ 95,48
09/02/2016	Fiação	276	R$ 120,95
09/02/2016	Vergalhão	191	R$ 138,59
09/02/2016	Tinta	199	R$ 228,42
09/02/2016	Telha	66	R$ 48,81
08/02/2016	Porta	153	R$ 122,29
08/02/2016	Telha	245	R$ 48,81
08/02/2016	Rejunte	124	R$ 95,48
08/02/2016	Janela	86	R$ 54,75
08/02/2016	Tijolo	86	R$ 113,64
07/02/2016	Tijolo	56	R$ 113,64
07/02/2016	Tinta	125	R$ 228,42
07/02/2016	Tinta	270	R$ 228,42
07/02/2016	Janela	227	R$ 54,75
07/02/2016	Rejunte	211	R$ 95,48
07/02/2016	Tijolo	268	R$ 113,64
07/02/2016	Fiação	286	R$ 120,95
07/02/2016	Fiação	201	R$ 120,95
06/02/2016	Cimento	203	R$ 273,37
06/02/2016	Rejunte	118	R$ 95,48
06/02/2016	Fiação	114	R$ 120,95
05/02/2016	Piso	239	R$ 138,32
05/02/2016	Piso	69	R$ 138,32
04/02/2016	Tinta	164	R$ 228,42
04/02/2016	Tijolo	53	R$ 113,64
04/02/2016	Cimento	223	R$ 273,37
03/02/2016	Rejunte	167	R$ 95,48
03/02/2016	Tijolo	191	R$ 113,64
03/02/2016	Rejunte	254	R$ 95,48
03/02/2016	Piso	67	R$ 138,32
03/02/2016	Rejunte	283	R$ 95,48
03/02/2016	Tinta	231	R$ 228,42
03/02/2016	Piso	73	R$ 138,32
02/02/2016	Porta	207	R$ 122,29
02/02/2016	Vergalhão	64	R$ 138,59
01/02/2016	Janela	289	R$ 54,75
31/01/2016	Vergalhão	280	R$ 138,59
31/01/2016	Porta	67	R$ 122,29
30/01/2016	Tijolo	170	R$ 113,64
30/01/2016	Cimento	169	R$ 273,37
29/01/2016	Janela	205	R$ 54,75
29/01/2016	Cimento	155	R$ 273,37
29/01/2016	Rejunte	206	R$ 95,48
29/01/2016	Tijolo	294	R$ 113,64
29/01/2016	Cimento	272	R$ 273,37
28/01/2016	Porta	109	R$ 122,29
28/01/2016	Tijolo	163	R$ 113,64
27/01/2016	Porta	100	R$ 122,29
27/01/2016	Rejunte	251	R$ 95,48
27/01/2016	Tinta	201	R$ 228,42
27/01/2016	Tinta	292	R$ 228,42
26/01/2016	Rejunte	53	R$ 95,48
26/01/2016	Vergalhão	143	R$ 138,59
25/01/2016	Piso	256	R$ 138,32
25/01/2016	Porta	124	R$ 122,29
25/01/2016	Rejunte	112	R$ 95,48
24/01/2016	Telha	151	R$ 48,81
23/01/2016	Fiação	79	R$ 120,95
23/01/2016	Rejunte	251	R$ 95,48
23/01/2016	Piso	126	R$ 138,32
23/01/2016	Vergalhão	91	R$ 138,59
22/01/2016	Vergalhão	148	R$ 138,59
22/01/2016	Vergalhão	254	R$ 138,59
22/01/2016	Porta	233	R$ 122,29
22/01/2016	Tijolo	118	R$ 113,64
22/01/2016	Piso	53	R$ 138,32
22/01/2016	Piso	267	R$ 138,32
22/01/2016	Piso	285	R$ 138,32
22/01/2016	Janela	274	R$ 54,75
21/01/2016	Rejunte	188	R$ 95,48
21/01/2016	Fiação	269	R$ 120,95
21/01/2016	Piso	289	R$ 138,32
20/01/2016	Porta	162	R$ 122,29
20/01/2016	Tijolo	68	R$ 113,64
20/01/2016	Tijolo	65	R$ 113,64
19/01/2016	Piso	143	R$ 138,32
19/01/2016	Porta	60	R$ 122,29
18/01/2016	Tijolo	100	R$ 113,64
18/01/2016	Porta	92	R$ 122,29
18/01/2016	Tijolo	69	R$ 113,64
17/01/2016	Fiação	295	R$ 120,95
17/01/2016	Tijolo	55	R$ 113,64
17/01/2016	Piso	66	R$ 138,32
16/01/2016	Telha	226	R$ 48,81
16/01/2016	Telha	271	R$ 48,81
16/01/2016	Fiação	215	R$ 120,95
16/01/2016	Tinta	91	R$ 228,42
15/01/2016	Fiação	220	R$ 120,95
15/01/2016	Fiação	295	R$ 120,95
14/01/2016	Cimento	221	R$ 273,37
14/01/2016	Piso	213	R$ 138,32
14/01/2016	Vergalhão	297	R$ 138,59
13/01/2016	Telha	193	R$ 48,81
13/01/2016	Tinta	64	R$ 228,42
13/01/2016	Vergalhão	261	R$ 138,59
12/01/2016	Cimento	81	R$ 273,37
11/01/2016	Janela	260	R$ 54,75
11/01/2016	Tinta	248	R$ 228,42
11/01/2016	Rejunte	182	R$ 95,48
10/01/2016	Cimento	256	R$ 273,37
10/01/2016	Cimento	237	R$ 273,37
09/01/2016	Rejunte	59	R$ 95,48
09/01/2016	Telha	64	R$ 48,81
09/01/2016	Telha	141	R$ 48,81
08/01/2016	Janela	68	R$ 54,75
08/01/2016	Piso	113	R$ 138,32
08/01/2016	Vergalhão	54	R$ 138,59
07/01/2016	Fiação	57	R$ 120,95
07/01/2016	Piso	94	R$ 138,32
07/01/2016	Rejunte	176	R$ 95,48
06/01/2016	Vergalhão	121	R$ 138,59
06/01/2016	Tinta	149	R$ 228,42
05/01/2016	Janela	130	R$ 54,75
05/01/2016	Rejunte	223	R$ 95,48
04/01/2016	Vergalhão	156	R$ 138,59
04/01/2016	Rejunte	134	R$ 95,48
04/01/2016	Tinta	92	R$ 228,42
04/01/2016	Porta	178	R$ 122,29
04/01/2016	Janela	188	R$ 54,75
03/01/2016	Cimento	153	R$ 273,37
03/01/2016	Tinta	278	R$ 228,42
03/01/2016	Fiação	230	R$ 120,95
02/01/2016	Cimento	163	R$ 273,37
02/01/2016	Telha	215	R$ 48,81
02/01/2016	Cimento	184	R$ 273,37
01/01/2016	Tinta	118	R$ 228,42
01/01/2016	Vergalhão	166	R$ 138,59
31/12/2015	Cimento	198	R$ 273,37
31/12/2015	Fiação	256	R$ 120,95
31/12/2015	Fiação	214	R$ 120,95
30/12/2015	Vergalhão	54	R$ 138,59
30/12/2015	Porta	94	R$ 122,29
30/12/2015	Porta	180	R$ 122,29
30/12/2015	Telha	196	R$ 48,81
29/12/2015	Janela	261	R$ 54,75
29/12/2015	Vergalhão	136	R$ 138,59
28/12/2015	Janela	167	R$ 54,75
28/12/2015	Porta	242	R$ 122,29
28/12/2015	Tinta	93	R$ 228,42
28/12/2015	Vergalhão	117	R$ 138,59
28/12/2015	Tijolo	237	R$ 113,64
27/12/2015	Vergalhão	286	R$ 138,59
27/12/2015	Rejunte	204	R$ 95,48
27/12/2015	Janela	264	R$ 54,75
27/12/2015	Piso	276	R$ 138,32
26/12/2015	Cimento	198	R$ 273,37
26/12/2015	Cimento	81	R$ 273,37
26/12/2015	Janela	93	R$ 54,75
26/12/2015	Janela	118	R$ 54,75
26/12/2015	Piso	296	R$ 138,32
25/12/2015	Piso	252	R$ 138,32
25/12/2015	Janela	276	R$ 54,75
25/12/2015	Cimento	187	R$ 273,37
24/12/2015	Rejunte	71	R$ 95,48
24/12/2015	Tinta	58	R$ 228,42
23/12/2015	Vergalhão	125	R$ 138,59
23/12/2015	Piso	173	R$ 138,32
23/12/2015	Cimento	172	R$ 273,37
23/12/2015	Tinta	155	R$ 228,42
22/12/2015	Tijolo	254	R$ 113,64
22/12/2015	Fiação	219	R$ 120,95
22/12/2015	Janela	287	R$ 54,75
21/12/2015	Porta	172	R$ 122,29
21/12/2015	Telha	265	R$ 48,81
21/12/2015	Telha	207	R$ 48,81
20/12/2015	Tinta	70	R$ 228,42
20/12/2015	Vergalhão	66	R$ 138,59
19/12/2015	Fiação	124	R$ 120,95
19/12/2015	Fiação	204	R$ 120,95
19/12/2015	Tijolo	239	R$ 113,64
18/12/2015	Fiação	59	R$ 120,95
18/12/2015	Janela	141	R$ 54,75
18/12/2015	Telha	277	R$ 48,81
17/12/2015	Tinta	258	R$ 228,42
16/12/2015	Cimento	289	R$ 273,37
16/12/2015	Vergalhão	204	R$ 138,59
16/12/2015	Janela	242	R$ 54,75
16/12/2015	Janela	270	R$ 54,75
16/12/2015	Telha	230	R$ 48,81
16/12/2015	Cimento	291	R$ 273,37
15/12/2015	Rejunte	262	R$ 95,48
15/12/2015	Rejunte	56	R$ 95,48
15/12/2015	Janela	99	R$ 54,75
15/12/2015	Rejunte	238	R$ 95,48
14/12/2015	Piso	158	R$ 138,32
13/12/2015	Telha	171	R$ 48,81
13/12/2015	Telha	144	R$ 48,81
13/12/2015	Rejunte	280	R$ 95,48
13/12/2015	Janela	292	R$ 54,75
13/12/2015	Vergalhão	256	R$ 138,59
13/12/2015	Tijolo	57	R$ 113,64
13/12/2015	Tijolo	135	R$ 113,64
13/12/2015	Piso	279	R$ 138,32
12/12/2015	Piso	170	R$ 138,32
12/12/2015	Porta	197	R$ 122,29
12/12/2015	Telha	209	R$ 48,81
12/12/2015	Vergalhão	240	R$ 138,59
12/12/2015	Tijolo	202	R$ 113,64
12/12/2015	Telha	181	R$ 48,81
12/12/2015	Tijolo	179	R$ 113,64
11/12/2015	Vergalhão	78	R$ 138,59
11/12/2015	Rejunte	282	R$ 95,48
11/12/2015	Cimento	281	R$ 273,37
11/12/2015	Tijolo	143	R$ 113,64
10/12/2015	Tijolo	293	R$ 113,64
10/12/2015	Cimento	219	R$ 273,37
09/12/2015	Vergalhão	178	R$ 138,59
09/12/2015	Telha	197	R$ 48,81
09/12/2015	Porta	123	R$ 122,29
09/12/2015	Janela	219	R$ 54,75
09/12/2015	Cimento	205	R$ 273,37
08/12/2015	Janela	150	R$ 54,75
07/12/2015	Porta	153	R$ 122,29
06/12/2015	Vergalhão	199	R$ 138,59
06/12/2015	Porta	85	R$ 122,29
06/12/2015	Cimento	255	R$ 273,37
05/12/2015	Tijolo	192	R$ 113,64
04/12/2015	Telha	80	R$ 48,81
04/12/2015	Fiação	259	R$ 120,95
04/12/2015	Tijolo	238	R$ 113,64
04/12/2015	Telha	262	R$ 48,81
01/12/2015	Telha	274	R$ 48,81
01/12/2015	Rejunte	104	R$ 95,48
01/12/2015	Piso	181	R$ 138,32
30/11/2015	Tinta	121	R$ 228,42
30/11/2015	Telha	127	R$ 48,81
30/11/2015	Piso	238	R$ 138,32
30/11/2015	Tijolo	192	R$ 113,64
30/11/2015	Tinta	215	R$ 228,42
30/11/2015	Vergalhão	205	R$ 138,59
29/11/2015	Janela	113	R$ 54,75
29/11/2015	Tinta	112	R$ 228,42
28/11/2015	Tinta	289	R$ 228,42
28/11/2015	Fiação	98	R$ 120,95
28/11/2015	Piso	73	R$ 138,32
28/11/2015	Fiação	197	R$ 120,95
26/11/2015	Piso	270	R$ 138,32
26/11/2015	Telha	138	R$ 48,81
26/11/2015	Vergalhão	85	R$ 138,59
26/11/2015	Fiação	114	R$ 120,95
24/11/2015	Fiação	286	R$ 120,95
23/11/2015	Porta	78	R$ 122,29
23/11/2015	Porta	130	R$ 122,29
23/11/2015	Janela	163	R$ 54,75
23/11/2015	Cimento	193	R$ 273,37
22/11/2015	Telha	66	R$ 48,81
21/11/2015	Tinta	263	R$ 228,42
21/11/2015	Tijolo	172	R$ 113,64
21/11/2015	Tijolo	180	R$ 113,64
21/11/2015	Rejunte	113	R$ 95,48
20/11/2015	Tinta	231	R$ 228,42
20/11/2015	Telha	219	R$ 48,81
19/11/2015	Vergalhão	66	R$ 138,59
18/11/2015	Vergalhão	179	R$ 138,59
18/11/2015	Fiação	217	R$ 120,95
18/11/2015	Piso	131	R$ 138,32
18/11/2015	Fiação	134	R$ 120,95
17/11/2015	Piso	83	R$ 138,32
17/11/2015	Rejunte	111	R$ 95,48
17/11/2015	Tijolo	161	R$ 113,64
17/11/2015	Cimento	205	R$ 273,37
16/11/2015	Tinta	255	R$ 228,42
16/11/2015	Porta	245	R$ 122,29
15/11/2015	Rejunte	119	R$ 95,48
15/11/2015	Piso	110	R$ 138,32
13/11/2015	Cimento	219	R$ 273,37
13/11/2015	Vergalhão	58	R$ 138,59
13/11/2015	Telha	143	R$ 48,81
12/11/2015	Tijolo	123	R$ 113,64
12/11/2015	Telha	164	R$ 48,81
12/11/2015	Tinta	113	R$ 228,42
11/11/2015	Fiação	53	R$ 120,95
11/11/2015	Janela	79	R$ 54,75
11/11/2015	Tijolo	276	R$ 113,64
10/11/2015	Janela	180	R$ 54,75
10/11/2015	Janela	270	R$ 54,75
10/11/2015	Tijolo	256	R$ 113,64
09/11/2015	Tijolo	189	R$ 113,64
09/11/2015	Rejunte	281	R$ 95,48
09/11/2015	Janela	67	R$ 54,75
08/11/2015	Porta	256	R$ 122,29
08/11/2015	Cimento	240	R$ 273,37
07/11/2015	Vergalhão	115	R$ 138,59
07/11/2015	Cimento	169	R$ 273,37
06/11/2015	Rejunte	255	R$ 95,48
06/11/2015	Porta	65	R$ 122,29
05/11/2015	Fiação	214	R$ 120,95
05/11/2015	Tinta	166	R$ 228,42
05/11/2015	Janela	58	R$ 54,75
05/11/2015	Porta	279	R$ 122,29
04/11/2015	Tijolo	193	R$ 113,64
04/11/2015	Fiação	120	R$ 120,95
04/11/2015	Tinta	257	R$ 228,42
04/11/2015	Janela	96	R$ 54,75
04/11/2015	Piso	78	R$ 138,32
04/11/2015	Janela	196	R$ 54,75
04/11/2015	Vergalhão	201	R$ 138,59
04/11/2015	Janela	91	R$ 54,75
04/11/2015	Vergalhão	293	R$ 138,59
03/11/2015	Porta	185	R$ 122,29
03/11/2015	Piso	75	R$ 138,32
03/11/2015	Telha	186	R$ 48,81
03/11/2015	Porta	100	R$ 122,29
02/11/2015	Piso	192	R$ 138,32
02/11/2015	Piso	196	R$ 138,32
02/11/2015	Janela	77	R$ 54,75
02/11/2015	Tijolo	149	R$ 113,64
02/11/2015	Tinta	118	R$ 228,42
01/11/2015	Janela	69	R$ 54,75
01/11/2015	Fiação	229	R$ 120,95
31/10/2015	Vergalhão	95	R$ 138,59
31/10/2015	Rejunte	266	R$ 95,48
30/10/2015	Rejunte	219	R$ 95,48
30/10/2015	Telha	159	R$ 48,81
30/10/2015	Rejunte	187	R$ 95,48
30/10/2015	Fiação	266	R$ 120,95
29/10/2015	Cimento	184	R$ 273,37
29/10/2015	Piso	142	R$ 138,32
29/10/2015	Porta	86	R$ 122,29
29/10/2015	Janela	260	R$ 54,75
28/10/2015	Vergalhão	111	R$ 138,59
28/10/2015	Tijolo	242	R$ 113,64
27/10/2015	Telha	75	R$ 48,81
27/10/2015	Cimento	66	R$ 273,37
27/10/2015	Rejunte	156	R$ 95,48
27/10/2015	Fiação	116	R$ 120,95
27/10/2015	Vergalhão	121	R$ 138,59
27/10/2015	Cimento	66	R$ 273,37
26/10/2015	Rejunte	91	R$ 95,48
26/10/2015	Porta	92	R$ 122,29
26/10/2015	Tinta	265	R$ 228,42
25/10/2015	Rejunte	254	R$ 95,48
25/10/2015	Vergalhão	228	R$ 138,59
25/10/2015	Telha	235	R$ 48,81
25/10/2015	Piso	251	R$ 138,32
25/10/2015	Piso	82	R$ 138,32
24/10/2015	Porta	231	R$ 122,29
24/10/2015	Porta	72	R$ 122,29
23/10/2015	Piso	121	R$ 138,32
23/10/2015	Rejunte	230	R$ 95,48
23/10/2015	Fiação	230	R$ 120,95
22/10/2015	Tijolo	187	R$ 113,64
22/10/2015	Porta	227	R$ 122,29
22/10/2015	Cimento	271	R$ 273,37
21/10/2015	Telha	89	R$ 48,81
21/10/2015	Tijolo	93	R$ 113,64
21/10/2015	Cimento	190	R$ 273,37
21/10/2015	Janela	104	R$ 54,75
21/10/2015	Porta	146	R$ 122,29
20/10/2015	Vergalhão	172	R$ 138,59
20/10/2015	Cimento	219	R$ 273,37
20/10/2015	Vergalhão	132	R$ 138,59
19/10/2015	Janela	110	R$ 54,75
19/10/2015	Vergalhão	184	R$ 138,59
19/10/2015	Cimento	263	R$ 273,37
19/10/2015	Fiação	235	R$ 120,95
19/10/2015	Fiação	225	R$ 120,95
18/10/2015	Fiação	219	R$ 120,95
18/10/2015	Cimento	216	R$ 273,37
18/10/2015	Tinta	77	R$ 228,42
18/10/2015	Fiação	61	R$ 120,95
17/10/2015	Tinta	168	R$ 228,42
17/10/2015	Telha	109	R$ 48,81
17/10/2015	Tijolo	196	R$ 113,64
16/10/2015	Tinta	120	R$ 228,42
16/10/2015	Telha	173	R$ 48,81
16/10/2015	Cimento	295	R$ 273,37
15/10/2015	Cimento	195	R$ 273,37
14/10/2015	Cimento	228	R$ 273,37
14/10/2015	Vergalhão	185	R$ 138,59
14/10/2015	Janela	186	R$ 54,75
14/10/2015	Tinta	121	R$ 228,42
14/10/2015	Cimento	245	R$ 273,37
14/10/2015	Rejunte	194	R$ 95,48
14/10/2015	Porta	238	R$ 122,29
14/10/2015	Tijolo	188	R$ 113,64
14/10/2015	Piso	94	R$ 138,32
13/10/2015	Tinta	102	R$ 228,42
11/10/2015	Fiação	275	R$ 120,95
11/10/2015	Janela	59	R$ 54,75
11/10/2015	Telha	121	R$ 48,81
10/10/2015	Cimento	143	R$ 273,37
10/10/2015	Fiação	130	R$ 120,95
10/10/2015	Piso	79	R$ 138,32
10/10/2015	Porta	101	R$ 122,29
10/10/2015	Cimento	103	R$ 273,37
09/10/2015	Vergalhão	114	R$ 138,59
09/10/2015	Fiação	114	R$ 120,95
09/10/2015	Fiação	61	R$ 120,95
09/10/2015	Cimento	223	R$ 273,37
09/10/2015	Porta	113	R$ 122,29
09/10/2015	Tijolo	60	R$ 113,64
08/10/2015	Janela	77	R$ 54,75
07/10/2015	Tijolo	163	R$ 113,64
07/10/2015	Tinta	231	R$ 228,42
07/10/2015	Cimento	288	R$ 273,37
07/10/2015	Porta	103	R$ 122,29
07/10/2015	Tinta	177	R$ 228,42
06/10/2015	Tinta	148	R$ 228,42
06/10/2015	Piso	84	R$ 138,32
06/10/2015	Telha	112	R$ 48,81
06/10/2015	Rejunte	81	R$ 95,48
05/10/2015	Tijolo	250	R$ 113,64
05/10/2015	Tijolo	106	R$ 113,64
04/10/2015	Janela	169	R$ 54,75
04/10/2015	Tijolo	117	R$ 113,64
